fieldIndex, name, latitudeA, longitudeA, latitudeB, longitudeB ,latitudeC, longitudeC ,latitudeD, longitudeD
 176, 수원삼성 블루윙즈 클럽하우스 1구장,37.22559185715301,127.06841825737561,37.226355524952915,127.06772628947732,37.22597727269152,127.0670780346194,37.22522444581334,127.06777557978735
 177,30,37.22491871224564,127.06723851440556,37.22567787866539,127.06654994830885,37.22530776136053,127.06590954905872,37.22454410409577,127.06660152549219
 178, 평창 알펜시아 스타디움,37.662754664707364,128.6816340990431,37.66338177223251,128.68246261724005,37.663810618821785,128.68193995103718,37.663178956518024,128.68111589519154
 179, 상주시민운동장,36.43180353237515,128.16188928225,36.43274013209689,128.1620645807721,36.43282534511946,128.1613289794982,36.43188873188685,128.16115592074584
 180, 순천 팔마종합운동장 주경기장,34.93789454157638,127.51982576796777,34.938796295398554,127.51982269980411,34.93878739828458,127.51907039443076,34.93788744592042,127.51908661176978
 181, 아산신도시 하수처리장 제1구장,36.793254,127.053066,36.79418,127.053077,36.794182,127.052331,36.79326,127.052331
 182, 상주국민체육센터 축구장,36.42191652687584,128.18540014071974,36.42285865485185,128.185391688447,36.42285131939554,128.18462750676343,36.4219091721874,128.18463931455994
 183, 울산 강동축구장 B구장,35.588759289291445,129.45851799473635,35.58969217184448, 129.45852747962107,35.589695317286534,129.45777928936764,35.588756108573705,129.45777076273114
 184, 성남 탄천변 제1체육공원 A구장,37.42486517100746,127.11937407884211,37.42580969608416,127.11933878126484,37.42579822342914,127.11857593767945,37.424849173609,127.11860561673154
 185, 성남 탄천변 제1체육공원 B구장,37.425319719582596,127.12057545946948,37.426261540952936,127.12054019036597,37.42624375561329, 127.11977398321484,37.4252974204608, 127.11980702429494
