fieldIndex, name, latitudeA, longitudeA, latitudeB, longitudeB ,latitudeC, longitudeC ,latitudeD, longitudeD
 64, Football Salou Sports Complex Field3 Spain,41.084122,1.117271,41.084743,1.116412,41.084326,1.115884,41.083704,1.116743
 65, 제주유나이티드 클럽하우스 B구장,33.25086371936719,126.49085598148153,33.25181069957545,126.49084831619012,33.251807566916305,126.49012912379291,33.25083975693194,126.49012630181656
 66, 경주축구공원 3구장,35.857514,129.211957,35.858055,129.211015,35.857561,129.210564,35.857009,129.211503
 67, 남해 창선생활체육공원 축구장,34.861254,128.016335,34.86125,128.017464,34.861855,128.017472,34.861873,128.01634
 68, Cosec Sports Complex FieldA France,48.917323,2.02949,48.918191,2.030061,48.918431,2.02919,48.91756,2.028638
 69, 광양 전남드래곤즈연습구장2,34.941218882836424,127.72067646792473,34.94188300656055,127.72142838644065,34.942305108777326,127.72088744678541,34.94163469928996,127.72011908559085
 70, 울산 방어진체육공원 축구장,35.496723295107266,129.41166021916786,35.49762888023454,129.41168719305836,35.497652232155204,129.4108962332233,35.49674042569723,129.4108636089509
 71, 통영 산양스포츠파크 천연A구장,34.79980775856343,128.39915828976717,34.800815914119575,128.39915611901856,34.80081019058489,128.39834382365336,34.79980739645305,128.39835262146534
 72, 통영 산양스포츠파크 천연B구장,34.79980602100304,128.40000328921454,34.80082051230369,128.39999791807875,34.80081988128852,128.3992294052061,34.79980719320204,128.39923480534233
 73, 통영 산양스포츠파크 천연C구장,34.80150731013707,128.3995538957477,34.80253536655564,128.39954320082805,34.80252508911681,128.39873739838018,34.801501540925685,128.39874815224346
 74, 통영 산양스포츠파크 인조A구장,34.801536970465506,128.39700161866497,34.80247934501452,128.3969932434232,34.80247396152818,128.39625527318918,34.8015315869005,128.3962636568328
 75, 통영 산양스포츠파크 인조B구장,34.801539376866224,128.3978980608649,34.8024844563075,128.3978897251624,34.802480905761236,128.39714849514016,34.80154036678881,128.39715251574106
 76, 통영 산양스포츠파크 인조C구장,34.80128844275354,128.40049493819754,34.8022353091016,128.40048883793804,34.802227306455,128.3997420958451,34.80128225949989,128.39974603804464
 77, 인천 현대제철종합운동장 보조구장,37.51902838036388,126.63537869449776,37.51903941082547,126.63627027004453,37.519455917552,126.63628244290109,37.519447508066946,126.6353795160646
 78, 경주축구공원 2구장,35.85686941331622,129.21301428856697,35.857437342912824,129.21206640199725,35.85693431095604,129.21162370310577,35.85636818731027,129.21257162591215
 79, 경주축구공원 4구장,35.858248044809955,129.21084576256368,35.858813096800574,129.20990885643977,35.85831919501303,129.20945749986356,35.857754051987726,129.21040104601133
 80, Shanghai Oriental Land Football FieldA China,31.112037,121.008592,31.112937,121.008936,31.113121,121.008295,31.112233,121.007945
 81, Shanghai Oriental Land Football FieldB China,31.111028,121.008179,31.11191,121.00854,31.112103,121.007902,31.111205,121.007546
 82, 김포종합운동장 주경기장,37.61711139778168,126.71987519342314,37.61804788448556,126.72001271236444,37.618116707782406,126.71924374546059,37.617176637734644,126.71910967282267
 83, 서울 성보고등학교 축구장,37.47999298599913,126.91932305140429,37.48018943657664,126.92041524183595,37.48079974590112,126.9202499195127,37.480624964422184,126.91916547021191
 84, 노원 마들스타디움,37.64344846338325,127.05782601988611,37.64438661960297,127.05803016112276,37.64448919216226,127.05726102146434,37.6435492873755,127.05707163569862
 85, 부천 오정대공원 축구장,37.52960648088039,126.79411155333283,37.53021722061868,126.79495463451127,37.530645254272585,126.79448430820666,37.53002726701737,126.79363563557362
 86, 서울 은평초등학교 축구장,37.601246659869645,126.93468610932577,37.60190037884975,126.93473780642694,37.60193145254441,126.93407483868145,37.60129136158058,126.9340457014542
 87, 대진대학교 운동장(full),37.86653830183081,127.15869427725771,37.86743025279713,127.1591983744651,37.867718074233295,127.15837049156949,37.86683150114146,127.15785728212167
 88, 양주 광사초등학교 운동장,37.79066213565559,127.08380519658941,37.79114611448804,127.08430789762501,37.79135677709757,127.08398302323775,37.79087279690034,127.08348032291984
 89, 전주월드컵경기장 주경기장,35.86764155646115,127.06489192215082,35.86858342725158,127.06480701935136,35.86854012489682,127.06405402546187,35.86758474292653,127.06414233414205
 90, 수원월드컵경기장 주경기장,37.28604650190596,127.03732947701373,37.28697623926633,127.03720194524847,37.286894721085524,127.0364104898264,37.28596236444206,127.03655948164747
 91, 제주월드컵경기장,33.24573244050631,126.5096919828281,33.24667941790927,126.50968344929134,33.246673629490544,126.5089568126752,33.245726583858634,126.50895676759183
 92, 창원축구센터 주경기장,35.22292150053258,128.70608527916676,35.223868163186374,128.70609159623754,35.22386662260233,128.70534110012525,35.222919948794264,128.70533589038726
 93, 부산 구덕운동장,35.115995284338176,129.01429367980052,35.11658809572415,129.01519565749376,35.117060882223605,129.0147358635888,35.116467944175724,129.01384375714983
 94, 대전월드컵경기장 주경기장,36.36473905642528,127.32546920863746,36.36568114921068,127.32545930180713,36.365680039480864,127.32470130478151,36.36474064811762,127.32470898530643
 95, 광주월드컵경기장 주경기장,35.13323477045414,126.87528285195302,35.13413646923642,126.87528145252463,35.134138931157125,126.87453503674502,35.13322824408886,126.87454200129356
 96, 아산 이순신종합운동장 주경기장,36.7677059009201,127.02207205925222,36.76865511537264,127.02206392714243,36.76865377389227,127.02128182578552,36.76769820886001,127.02127992262938
 97, 광양 전남드래곤즈전용구장,34.93261466907958,127.72784409602603,34.933558791997434,127.7278499915288,34.93356022290295,127.72708569720737,34.932607090629375,127.72707540575192
 98, 대구 스타디움 주경기장,35.82928981074476,128.69055026938335,35.83023190935761,128.6905532722723,35.83023682421049,128.68978391545483,35.829281149233466,128.6897862543867
 99, 탄천종합운동장 주경기장,37.40983193848553,127.12186605958716,37.410709644296126,127.12151134845261,37.410517986855844,127.120772165891,37.40963581268285,127.12113820704099
 100, 울산 문수월드컵경기장 주경기장,35.5347966641743,129.25990074537154,35.53573140857196,129.2599101379833,35.5357376030216,129.2591768193118,35.53480474123635,129.2591619616968
 101, 안산 와스타디움 주경기장,37.31884931525147,126.81899022390286,37.31979619933769,126.81906632675489,37.31984133422359,126.81829507114878,37.31888815993919,126.81822242058097
 102, 목포국제축구센터 주경기장,34.82810584554875,126.39821151510192,34.82905077439673,126.39820439576715,34.82904581131849,126.39745758089182,34.82809462100671,126.39747025980645
 103, 목포국제축구센터 신동아구장,34.82811019422392,126.39938917579002,34.829054221790074,126.39938208190432,34.82905183215466,126.39861992313428,34.82810331658152,126.39862927251436
 104, 목포국제축구센터 천연C구장,34.8293891435314,126.39753283230827,34.83025918948481,126.39752123513041,34.83025715489063,126.396799521936,34.82938981395416,126.39681109062768
 105, 목포국제축구센터 인조A구장,34.82941111442808,126.3966741146895,34.83033707926633,126.39666394959787,34.830338617651535,126.39603842024609,34.82940711439034,126.39603445031588
 106, 목포국제축구센터 인조B구장,34.8294293819078,126.395706092661,34.83037793612403,126.39570108284884,34.830373819322965,126.39494987086265,34.82942438356334,126.39495708813821
 107, 목포국제축구센터 인조C구장,34.829419302057694,126.39459628962943,34.83036778643659,126.39458361319303,34.830363752222816,126.3938422422714,34.82941705139774,126.39385271628844
 108, 목포국제축구센터 인조D구장,34.83059814854619,126.39383692028596,34.83154670210072,126.39383188859352,34.83155165805081,126.39457544492561,34.830606760391,126.39458588697796
 109, 서울 오산고등학교 축구장,37.52427778335957,126.99891436097545,37.52438423785833,127.00000008635017,37.52495619812104,126.99990573190682,37.524847930444864,126.99881774709458
 110, 인천 환경공단 승기천연구장,37.39650055357403,126.66667378825623,37.397195529198214,126.66744563450166,37.39761327322116,126.66686482735395,37.396909257097754,126.66608969316471
 111, 인천 환경공단 승기인조구장,37.39698510465423,126.66854044687591,37.39761646227912,126.6692395820624,37.3980020468305,126.6686986791375,37.397377936102174,126.66800511374404
 112, 송도LNG종합스포츠타운 축구 주경기장,37.35058116588346,126.61667273933608,37.35150502212123,126.61666755953539,37.351501106067886,126.61590208869161,37.35057088194444,126.61589944908442
 113, 송도LNG종합스포츠타운 축구 보조경기장,37.3505805451071,126.61755567700392,37.35150713063669,126.61755386331987,37.351501400894946,126.61678615544767,37.3505748407863,126.61679136547095
 114, 안양 석수체육공원 축구장,37.422316717673276,126.9016262293647,37.4232316411715,126.90163364085784,37.42323218093777,126.90085042429813,37.42232178130268,126.90084637677782
 115, 강릉제일고등학교 운동장,37.75907737757659,128.88905791507239,37.75903182636118,128.89024561520264,37.75963526936596,128.89027961503632,37.75968262323221,128.88909193900326
 116, 수원종합운동장 주경기장,37.29750195980818,127.01080072333225,37.29747326745159,127.01192920657108,37.29808631182269,127.01195345309903,37.29811323425612,127.01083287031726
 117, 수원종합운동장 보조경기장,37.295852590193135,127.0097530844305,37.29631179454552,127.0107204250916,37.296846380095865,127.0102994959413,37.29638717231376,127.00933215106832
 118, 부천체육관 축구장,37.51278828957238,126.76110292108862,37.512592748835296,126.76226465103838,37.51318862472244,126.76242285642411,37.51338867334958,126.76126107317778
 119, 제주 걸매A구장,33.25053429388681,126.5539311341398,33.250428242907674,126.55504868221188,33.25103949154146,126.55513120135275,33.25114193560314,126.5540136844341
 120, 하남종합운동장 주경기장,37.5663571181995,127.19467309929306,37.567250269394435,127.19429011279931,37.567054592905336,127.1935628063506,37.56615874004301,127.1939458115569
 121, 하남종합운동장 보조A구장,37.56531853598718,127.1931962484847,37.566151366129425,127.19284180608709,37.565969313103466,127.19215748702112,37.56513648501987,127.19251193614626
 122, 하남종합운동장 보조B구장,37.56619907252319,127.19281669861185,37.56703822551664,127.1924678835438,37.56685884478625,127.19177222273613,37.56602152606914,127.19213236062484
 123, 청평클럽하우스 연습구장,37.760728291699905,127.39537797419658,37.761653885090766,127.39530060395634,37.76162171634994,127.39460242676222,37.76069791897351,127.39467185597137
 124, 안산유소년스포츠타운 1구장,37.274472,126.846327,37.275368,126.845962,37.275183,126.845247,37.274282,126.845605
 125, 안산유소년스포츠타운 2구장,37.27473,126.847348,37.275627,126.8469842,37.275443,126.846259,37.274547,126.846622
 126, 안산유소년스포츠타운 3구장,37.275177,126.847976,37.275819,126.847716,37.275689,126.847217,37.275051,126.847477
 127, 성남종합운동장 주경기장,37.432735837897916,127.13710639594161,37.43295840891636,127.13826052172764,37.43355005847072,127.13808021072927,37.433325696839,127.13693060641624
 128, 대전월드컵경기장 보조경기장,36.36267165553934,127.32350979038196,36.36362277036399,127.32350429862842,36.363624344622906,127.3227407421518,36.362675032929815,127.32274623910803
 129, 성남종합운동장 보조경기장,37.43229536526079,127.1404486270263,37.43306849339264,127.13977464042802,37.432717736778166,127.13914333687259,37.4319445949968,127.13981167525328
 130, 대구 현풍고등학교 운동장,35.69643620621768,128.4374525177941,35.69631048243087,128.43854526141342,35.696938065347446,128.43865209048977,35.697054731986455,128.43756475887344
131, 김제 동국사대부속 금산중학교 운동장,35.71626262850174,126.99838437818707,35.71610959815167,126.99952629092233,35.716714214326,126.99965296920682,35.71686720893892,126.99850220360402
 132, 광주 금호고등학교 운동장,35.17749290543252,126.88512277716103,35.17750118031895,126.88622094088122,35.17811612751027,126.88621851474599,35.17810602131177,126.88511486537574
 133, 광주 보라매축구공원 1구장,35.140681,126.823576,35.141514,126.824107,35.141802,126.823444,35.140962,126.822926
 134, 광주 보라매축구공원 2구장,35.140356,126.824338,35.141192,126.824866,35.141471,126.824209,35.140637,126.823678
 135, 광주 보라매축구공원 3구장,35.13976,126.822978,35.140591,126.82352,35.140878,126.822868,35.140041,126.822329
 136, 광주 보라매축구공원 4구장,35.139431,126.823753,35.140267,126.824279,35.140547,126.823625,35.139714,126.823088
 137, 산청 남부생활체육공원 축구장,35.30610785757797,127.9771673387577,35.30686314383458,127.97656458466768,35.30653201770458,127.97593015676546,35.305765056208415,127.9765218462359
 138, 진주 모덕경기장,35.18480203191689,128.10359426854194,35.185410578816146,128.10270911843423,35.184936886364326,128.10222565209287,35.18432833202837,128.10311299733027
 139, 전남드래곤즈 송죽인조구장,34.93786859308169,127.71733309479973,34.93851214229123,127.71649160452432,34.93806217123658,127.71598341704274,34.93742042313265,127.71682819656515
 140, 전남드래곤즈 송죽천연구장,34.93839051754376,127.7179422230782,34.93902955240106,127.71710619564841,34.938561636885716,127.71654867718428,34.93791537224812,127.71739563555785
 141, 아산신도시 하수처리장 제2구장,36.793234,127.052125,36.794171,127.052122,36.794179,127.051371,36.793236,127.051368
 142, 울산 강동축구장,35.589958058341715,129.4585306468432,35.59091166664468,129.45854063767675,35.5909167402776,129.4577847574398,35.589963943120566,129.45778031354567
 143, 경북대학교 상주캠퍼스 운동장,36.37557414525167,128.1460914898952,36.37630031430807,128.14684220689418,36.376693810725186,128.14626240252605,36.375967619985104,128.14551503137122
 144, 충남기계공고 운동장,36.31292103263951,127.4032585771764,36.31323289092508,127.40428303428186,36.31375829568347,127.40403731936102,36.313452746131624,127.40301284855288
 145, 부산 개성고등학교 운동장,35.1684661758395,129.03068185050384,35.16931373958389,129.0303211218596,35.16911085589892,129.0296091087116,35.16825864842706,129.02998073687834
 146, 부천종합운동장 주경기장,37.502103632115634,126.7993994558884,37.50303203689042,126.79940209415714,37.50303458130541,126.79861576655556,37.50210342569489,126.79860524425065
 147, 부천종합운동장 보조경기장,37.50434454157739,126.79988198462257,37.5052910055478,126.79989011688149,37.50529545626243,126.79912071885269,37.504346288442825,126.79911262158716
 148, 울산 현대스포츠클럽하우스 서부A구장,35.52834905729128,129.4224811221017,35.529298238414896,129.42248722896943,35.52930589422809,129.42172426205988,35.528350281693825,129.4217257304151
 149, 울산 현대스포츠클럽하우스 서부B구장,35.529038542403356,129.423791174494,35.52998961313371,129.42379182823848,35.529985351382095,129.42304180454374,35.52904154236479,129.42303802455302
 150, 잠실종합운동장 주경기장,37.51543453585599,127.07325327708821,37.51637139700462,127.07310083579434,37.51629652676396,127.07233744139627,37.51535335727246,127.07248992805434
 151, 잠실종합운동장 보조경기장,37.51658400306461,127.07083078506085,37.51734195420387,127.07155066972763,37.5177155819193,127.07093407043783,37.516955816173706,127.0702119356851
 152, 수원월드컵경기장 보조경기장 천연구장,37.28874153718686,127.03798987644858,37.28838475911019,127.03895889348388,37.28891324645021,127.03926027501198,37.28926550687667,127.0382878956613
 153, 수원월드컵경기장 제1인조잔디구장,37.28733672309002,127.03995805746344,37.288022236223405,127.0407717982045,37.288441922631165,127.0402141909851,37.28775099749704,127.03940048382934
 154, 수원월드컵경기장 보조경기장,37.288108750134505,127.03752555960727,37.28773255466356,127.03859960750387,37.288288202688605,127.03893127858117,37.28868506651976,127.03784017547466
 155, 강릉 강남축구공원 1구장,37.742213711183716,128.90586889493335,37.74316457047232,128.90586645397823,37.743169267352755,128.90509477456675,37.74221844846945,128.90509382134675
 156, 강릉 강남축구공원 2구장,37.743075278761374,128.9069293495349,37.74402609702565,128.9069303266023,37.74402366028998,128.90615282857982,37.74307554499194,128.90615191261176
 157, 강릉 강남축구공원 3구장,37.74224755839904,128.9079407990458,37.743191140960626,128.9079439215315,37.74319398159139,128.90717788176747,37.74224776338726,128.907169044411
 158, 부산 강서체육공원 1구장,35.2085913355551,128.9702318184665,35.209535384123804,128.97022686899297,35.20953366223528,128.96947762247189,35.20858433831279,128.9694715001234
 159, 부산 강서체육공원 2구장,35.20755002734511,128.97022732498013,35.208512011004906,128.9702303882425,35.20851209173901,128.96948118361667,35.20754290984937,128.96947690095544
 160, 울산과학대학동부캠퍼스 잔디구장,35.49424782236317,129.41495266761078,35.49510331406612,129.41444384715595,35.4948282765499,129.4137670930246,35.49397900821558,129.4142815784821
 161, 춘천 송암스포츠타운 주경기장,37.85544429726016,127.69139830766879,37.856404174535385,127.69140988367747,37.856409977381475,127.6906107477456,37.85545282048158,127.6905889582834
 162, 춘천 송암스포츠타운 보조경기장,37.85478278838964,127.69357119494812,37.855729147746395,127.69358162687912,37.855734926226965,127.69280637036664,37.85478856305315,127.69279822182999
 163, 함안공설운동장 보조구장1,35.284911126762324,128.39797735697388,35.28586641776157,128.39767670076446,35.285708135924395,128.39689199459832,35.28474105263934,128.39720242624514
 164, 함안공설운동장 보조구장2,35.285113067598914,128.3989527799651,35.286080220382324,128.39863357130406,35.285903937493295,128.39784536353244,35.28495039213752,128.39815373472115
 165, 함안공설운동장 보조구장3,35.283851193293,128.3982845480088,35.28482091055948,128.39798405835464,35.28465724547056,128.39719600341692,35.283690193986054,128.39750202951944
 166, 함안공설운동장 보조구장4,35.28410323671851,128.39931219602488,35.28502959009644,128.39902333458647,35.28487722791444,128.39829258224776,35.28395261397756,128.3985902678485
 167, 함안공설운동장 보조구장5,35.284356272376435,128.4004476263164,35.28527089121221,128.40016084643145,35.28511670826393,128.39943336868063,35.28419930445815,128.3997311218607
 168, 구리 GS챔피언스파크 A구장,37.56525389992511,127.1170699996908,37.56610558519148,127.11759784031699,37.56638005614593,127.11690570655547,37.56552656518459,127.11637788117118
 169, 구리 GS챔피언스파크 B구장,37.564874059593876,127.11806838788353,37.56572748829991,127.11857924332847,37.56599384570652,127.1178848934235,37.56514222408056,127.11737629952896
 170, 인천 현대제철종합운동장 주경기장,37.51784676647426,126.6358766472422,37.518297840197874,126.63691816740757,37.518847832202525,126.63657235236003,37.51839843369092,126.63551383350074
 171, 안양종합운동장 주경기장,37.40490653022554,126.94691899964927,37.40582979482663,126.94678227243129,37.4057467577419,126.94598855197853,37.404837083015,126.9461398774621
 172, 전주월드컵경기장 보조경기장,35.86464997219552,127.06413071275496,35.86559366213009,127.06405022515777,35.865545847268585,127.06329728472795,35.86460215789294,127.06337778119185
 173, 안산 와스타디움 보조경기장,37.320295926005635,126.81693999725888,37.32124279139533,126.81701268979246,37.321285247865305,126.8162482143708,37.32033383632593,126.81616880081923
 174, Todoroki Athletics Stadium Japan,35.585331,139.653093,35.586275,139.653092,35.586275,139.652344,35.58533,139.652346
 175, 인천 남동아시아드 럭비 주경기장,37.43716907187519,126.7341381266949,37.438437326399,126.734145548917,37.438439003973485,126.73329208380102,37.43716804567036,126.73328470356937
